Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29 00:00:00-05:00,24.543521137698786,24.543521137698786,24.421414067361976,24.526077270507812,1003200,0.0,0.0,0.0
1993-02-01 00:00:00-05:00,24.54352473404448,24.700519561767578,24.54352473404448,24.700519561767578,480500,0.0,0.0,0.0
1993-02-02 00:00:00-05:00,24.683060790553235,24.77028008663293,24.63072921290542,24.752836227416992,201300,0.0,0.0,0.0
1993-02-03 00:00:00-05:00,24.78773700442773,25.03195116210682,24.77029313602208,25.014507293701172,529400,0.0,0.0,0.0
1993-02-04 00:00:00-05:00,25.1017291797532,25.17150466044744,24.822627256976237,25.119173049926758,531500,0.0,0.0,0.0
1993-02-05 00:00:00-05:00,25.101736068725586,25.154067693608265,24.962185069038437,25.101736068725586,492100,0.0,0.0,0.0
1993-02-08 00:00:00-05:00,25.101736068725586,25.188955443530052,25.066848318803796,25.101736068725586,596100,0.0,0.0,0.0
1993-02-09 00:00:00-05:00,25.014507397811176,25.014507397811176,24.874956449985174,24.927288055419922,122100,0.0,0.0,0.0
1993-02-10 00:00:00-05:00,24.92728001416604,24.979611602719224,24.857504562761797,24.962167739868164,379600,0.0,0.0,0.0
1993-02-11 00:00:00-05:00,24.997072085883257,25.188954704825836,24.997072085883257,25.084291458129883,19500,0.0,0.0,0.0
1993-02-12 00:00:00-05:00,25.049384044280984,25.049384044280984,24.89238929748535,24.89238929748535,42500,0.0,0.0,0.0
1993-02-16 00:00:00-05:00,24.822611605152648,24.822611605152648,24.229520393223492,24.264408111572266,374800,0.0,0.0,0.0
1993-02-17 00:00:00-05:00,24.264413085772834,24.299300811273586,24.15974990927058,24.24696922302246,210900,0.0,0.0,0.0
1993-02-18 00:00:00-05:00,24.52607606210839,24.52607606210839,23.898096874173895,24.229530334472656,378100,0.0,0.0,0.0
1993-02-19 00:00:00-05:00,24.229522639401846,24.316741943359375,24.194634917818835,24.316741943359375,34900,0.0,0.0,0.0
1993-02-22 00:00:00-05:00,24.386523038851866,24.43885463335584,24.316747579513237,24.403966903686523,513600,0.0,0.0,0.0
1993-02-23 00:00:00-05:00,24.473728215404506,24.49117207015533,24.264401958394632,24.38650894165039,373700,0.0,0.0,0.0
1993-02-24 00:00:00-05:00,24.403973776068394,24.700519561767578,24.403973776068394,24.700519561767578,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,24.683060790553235,24.77028008663293,24.63072921290542,24.752836227416992,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,24.805176943645435,24.805176943645435,24.665626018505378,24.78773307800293,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,24.874953246402672,24.874953246402672,24.683070717853987,24.717958450317383,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,24.735413969143377,25.084291458129883,24.700526220244726,25.084291458129883,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,25.11916839515073,25.206387729856115,25.084280661268576,25.18894386291504,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,25.22382368549995,25.22382368549995,25.04938507080078,25.04938507080078,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,25.084292768766094,25.188956020930625,24.962185641240808,24.979629516601562,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,25.03196737805351,25.537839889526367,25.03196737805351,25.537839889526367,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,25.4854759415018,25.50291979909352,25.398256653543203,25.45058822631836,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,25.450611418477486,25.50294303894043,25.345948177551602,25.50294303894043,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,25.520378212215803,25.590153682379075,25.398271139430083,25.43315887451172,70900,0.0,0.0,0.0
1993-03-12 00:00:00-05:00,25.223828940282495,25.241272805386423,25.014502559035336,25.171497344970703,643600,0.0,0.0,0.0
